temp,hr,spo2,gsr,label
37.72,101,94,1625,Moderate
37.95,118,93,1463,Moderate
40.27,147,83,3053,Critical
38.37,133,89,2525,High
38.95,123,89,2209,High
38.68,121,91,2329,High
37.93,111,93,1876,Moderate
37.84,107,92,1547,Moderate
36.59,73,99,1137,Normal
37.91,116,92,1645,Moderate
37.92,118,93,1576,Moderate
40.23,147,77,3196,Critical
39.12,157,81,3084,Critical
36.51,98,95,1053,Normal
39.23,149,78,2865,Critical
37.04,96,100,858,Normal
37.13,87,97,1124,Normal
37.47,85,96,1124,Normal
37.87,117,94,1629,Moderate
37.08,92,100,1087,Normal
39.12,164,80,3130,Critical
38.37,134,90,2214,High
36.22,79,100,920,Normal
36.71,64,99,1270,Normal
37.64,115,93,1471,Moderate
39.64,148,75,2729,Critical
38.25,127,91,2408,High
38.18,121,90,2092,High
36.64,73,96,997,Normal
37.24,62,98,808,Normal
37.39,67,98,1229,Normal
37.74,120,94,1494,Moderate
36.67,82,98,1225,Normal
38.27,127,91,2097,High
38.55,130,91,2431,High
36.03,75,98,1034,Normal
37.86,101,94,1643,Moderate
38.55,129,91,2334,High
38.41,123,90,2465,High
37.88,120,94,1429,Moderate
40.33,166,79,2784,Critical
36.36,60,100,1132,Normal
36.7,90,95,1276,Normal
38.47,134,90,2593,High
37.49,69,100,1234,Normal
37.72,102,93,1654,Moderate
38.8,140,90,2015,High
37.69,112,94,1531,Moderate
39.46,160,84,3052,Critical
38.45,138,89,2492,High
37.68,112,93,1899,Moderate
37.82,118,94,1713,Moderate
39.39,157,75,3012,Critical
37.28,76,96,992,Normal
40.31,169,78,3101,Critical
39.84,163,84,2812,Critical
38.15,138,90,2376,High
38.66,135,90,2018,High
38.6,125,89,2559,High
39.61,158,83,2930,Critical
39.85,147,79,2917,Critical
38.86,127,91,2157,High
40.15,151,84,2907,Critical
38.5,129,91,2280,High
36.11,87,99,1295,Normal
39.78,145,86,2865,Critical
37.99,110,93,1651,Moderate
38.64,140,91,2150,High
39.93,161,81,3010,Critical
37.94,107,94,1461,Moderate
39.65,166,83,2921,Critical
37.69,116,92,1687,Moderate
38.51,132,91,2396,High
40.36,161,85,2769,Critical
38.0,118,94,1454,Moderate
37.63,105,94,1705,Moderate
37.8,120,94,1534,Moderate
36.42,69,99,825,Normal
36.94,99,99,947,Normal
36.44,76,98,903,Normal
38.72,123,91,2088,High
37.78,114,94,1428,Moderate
38.81,131,90,2287,High
37.8,119,94,1478,Moderate
39.64,143,85,2926,Critical
38.55,131,89,2062,High
38.16,137,91,2460,High
37.83,115,94,1427,Moderate
37.88,116,94,1538,Moderate
38.28,125,89,2553,High
37.94,119,93,1848,Moderate
36.3,82,99,1141,Normal
37.66,119,93,1825,Moderate
37.73,108,92,1642,Moderate
37.97,102,94,1743,Moderate
38.96,127,90,2351,High
37.81,114,93,1665,Moderate
37.24,84,99,1233,Normal
40.39,170,82,2899,Critical
37.84,102,93,1733,Moderate
40.01,166,87,3085,Critical
37.49,88,95,929,Normal
38.26,132,89,2561,High
37.85,107,93,1664,Moderate
37.84,110,92,1441,Moderate
39.54,170,75,2778,Critical
37.68,113,93,1679,Moderate
38.47,137,90,2097,High
36.17,61,97,1171,Normal
40.21,145,82,3192,Critical
37.86,120,92,1593,Moderate
37.91,111,92,1748,Moderate
39.96,162,86,3046,Critical
36.48,85,96,1246,Normal
37.23,66,95,1062,Normal
38.64,123,89,2077,High
36.93,92,100,967,Normal
38.28,122,90,2129,High
39.73,159,79,2892,Critical
37.66,110,93,1466,Moderate
36.77,70,97,1017,Normal
38.38,140,90,2586,High
39.95,148,86,2883,Critical
38.82,139,91,2596,High
37.81,109,92,1662,Moderate
36.52,69,99,1210,Normal
36.24,64,97,829,Normal
37.02,87,100,858,Normal
36.18,63,100,1145,Normal
39.11,159,88,3103,Critical
36.43,93,97,1094,Normal
37.78,120,93,1497,Moderate
40.15,152,84,2835,Critical
39.17,167,78,2769,Critical
37.65,111,92,1569,Moderate
38.13,140,90,2282,High
36.11,95,95,810,Normal
38.33,128,91,2554,High
39.1,142,85,3072,Critical
37.1,81,97,1008,Normal
37.71,101,93,1566,Moderate
38.33,126,90,2385,High
36.84,78,99,807,Normal
39.59,169,75,2893,Critical
37.85,117,93,1506,Moderate
39.78,159,86,2990,Critical
40.47,147,80,2890,Critical
37.16,80,100,828,Normal
39.9,141,77,3187,Critical
39.13,149,83,2807,Critical
37.66,119,94,1407,Moderate
37.21,63,100,1166,Normal
37.99,102,94,1579,Moderate
39.5,158,78,3187,Critical
37.69,108,94,1521,Moderate
36.65,100,97,831,Normal
39.88,150,85,2711,Critical
38.54,127,90,2375,High
38.39,133,89,2275,High
38.9,140,90,2391,High
39.25,156,81,2780,Critical
38.16,136,89,2447,High
39.36,165,77,2780,Critical
38.98,135,89,2452,High
40.44,169,76,2811,Critical
36.09,86,95,869,Normal
37.92,115,93,1491,Moderate
37.87,110,92,1488,Moderate
40.24,163,85,2846,Critical
37.26,62,95,813,Normal
36.53,66,99,1015,Normal
38.97,136,89,2570,High
40.34,155,82,3067,Critical
36.09,80,97,923,Normal
37.8,114,94,1725,Moderate
38.16,131,90,2150,High
37.99,107,93,1788,Moderate
37.8,120,94,1629,Moderate
39.96,163,84,2847,Critical
39.62,156,77,3108,Critical
37.78,110,92,1710,Moderate
37.74,113,94,1419,Moderate
37.71,102,94,1443,Moderate
37.18,99,96,1143,Normal
36.02,98,98,1168,Normal
37.76,106,94,1705,Moderate
37.25,74,99,1227,Normal
38.37,129,90,2459,High
39.16,151,86,2771,Critical
36.53,72,100,1291,Normal
37.98,105,93,1867,Moderate
36.15,89,95,997,Normal
37.77,118,92,1665,Moderate
38.68,126,89,2011,High
40.12,166,77,3006,Critical
38.57,137,91,2168,High
38.88,121,90,2596,High
36.84,69,99,837,Normal
39.71,164,87,2833,Critical
38.91,121,89,2246,High
36.06,67,97,984,Normal
39.75,148,76,3009,Critical
39.98,151,75,3063,Critical
40.46,166,81,2789,Critical
37.05,91,99,920,Normal
38.7,135,91,2511,High
37.38,89,98,1137,Normal
36.87,76,97,958,Normal
37.87,101,92,1551,Moderate
36.95,82,98,1275,Normal
38.33,123,90,2021,High
36.09,61,96,838,Normal
40.04,168,86,2952,Critical
38.21,134,91,2252,High
37.11,76,99,915,Normal
37.73,106,94,1704,Moderate
36.91,100,95,1084,Normal
36.25,98,96,1082,Normal
37.6,103,93,1482,Moderate
36.02,72,95,806,Normal
37.1,81,99,976,Normal
37.96,119,94,1613,Moderate
39.43,149,83,2943,Critical
37.72,120,92,1537,Moderate
39.7,150,86,3113,Critical
39.3,153,77,2816,Critical
36.29,62,96,1170,Normal
37.97,107,94,1854,Moderate
38.52,140,89,2503,High
39.58,147,80,3113,Critical
37.88,113,92,1440,Moderate
37.87,120,94,1593,Moderate
37.67,120,93,1784,Moderate
37.79,111,94,1438,Moderate
37.32,98,96,829,Normal
37.25,79,95,967,Normal
39.52,151,76,2999,Critical
37.84,111,92,1874,Moderate
37.33,75,98,1202,Normal
37.76,104,93,1439,Moderate
37.79,119,94,1784,Moderate
38.3,134,91,2500,High
37.74,108,92,1838,Moderate
37.08,100,99,822,Normal
39.95,170,81,2933,Critical
37.65,107,94,1494,Moderate
39.79,151,88,2798,Critical
36.18,61,97,839,Normal
36.32,88,97,968,Normal
36.18,61,96,914,Normal
38.83,121,91,2199,High
39.87,169,76,2932,Critical
38.31,134,89,2472,High
39.34,165,87,2828,Critical
36.08,90,100,843,Normal
38.79,122,90,2160,High
39.1,154,78,2908,Critical
37.68,112,94,1680,Moderate
37.69,105,93,1447,Moderate
37.97,102,93,1866,Moderate
38.18,131,89,2284,High
37.81,103,93,1818,Moderate
38.64,121,91,2102,High
36.59,82,98,953,Normal
37.78,119,92,1569,Moderate
39.78,152,82,2958,Critical
38.83,133,89,2049,High
38.81,124,89,2513,High
38.47,127,89,2179,High
40.37,148,84,3074,Critical
39.54,152,77,2972,Critical
36.5,69,97,850,Normal
36.72,91,97,1218,Normal
37.33,92,97,1288,Normal
37.84,101,94,1756,Moderate
37.78,103,94,1627,Moderate
37.89,114,92,1483,Moderate
39.43,170,78,2965,Critical
39.36,141,81,2965,Critical
37.87,119,93,1595,Moderate
38.0,108,94,1540,Moderate
38.82,126,90,2272,High
40.16,166,75,2845,Critical
37.87,106,92,1652,Moderate
37.83,109,92,1567,Moderate
37.0,66,95,871,Normal
37.98,103,92,1735,Moderate
39.23,158,75,2839,Critical
36.05,95,98,1097,Normal
37.75,111,94,1551,Moderate
37.61,103,93,1544,Moderate
39.29,146,85,2964,Critical
37.22,97,98,876,Normal
36.95,60,95,1114,Normal
40.41,150,80,2972,Critical
39.18,153,75,3042,Critical
36.24,60,98,1238,Normal
36.44,89,96,1026,Normal
37.75,116,93,1893,Moderate
36.51,91,99,974,Normal
40.27,150,82,2805,Critical
37.93,118,92,1873,Moderate
39.19,153,86,2884,Critical
36.14,86,96,1271,Normal
36.88,91,96,934,Normal
39.45,165,85,2977,Critical
37.99,113,94,1713,Moderate
36.24,61,96,1214,Normal
37.23,92,98,1279,Normal
38.49,138,89,2065,High
38.69,133,90,2521,High
36.74,83,100,1287,Normal
40.04,162,83,2764,Critical
38.28,132,90,2517,High
37.86,117,92,1556,Moderate
38.89,124,90,2505,High
37.99,116,94,1598,Moderate
38.34,133,91,2336,High
36.18,100,97,1107,Normal
37.61,120,93,1439,Moderate
37.67,107,94,1796,Moderate
37.34,97,99,1039,Normal
40.48,161,77,3035,Critical
39.13,165,83,3155,Critical
36.73,94,98,1016,Normal
40.45,142,77,2830,Critical
37.38,83,98,1059,Normal
39.14,152,88,2745,Critical
37.86,120,93,1893,Moderate
40.13,167,85,2832,Critical
37.83,103,94,1486,Moderate
39.8,168,75,2714,Critical
40.35,164,84,3181,Critical
37.78,110,94,1547,Moderate
37.98,120,94,1693,Moderate
40.49,168,80,3184,Critical
38.36,121,90,2334,High
38.29,131,89,2302,High
37.46,88,99,1050,Normal
38.6,127,89,2495,High
37.93,114,92,1573,Moderate
39.33,142,77,2783,Critical
38.0,119,92,1437,Moderate
38.25,140,90,2080,High
38.18,129,90,2371,High
37.81,114,94,1647,Moderate
37.93,113,92,1517,Moderate
38.3,123,89,2283,High
40.3,153,83,2871,Critical
37.69,102,94,1875,Moderate
37.48,61,98,860,Normal
36.03,77,97,883,Normal
37.68,120,92,1456,Moderate
38.84,129,89,2567,High
36.93,77,95,1226,Normal
38.53,140,89,2469,High
37.81,114,94,1734,Moderate
38.77,139,89,2302,High
38.78,122,90,2359,High
37.73,103,94,1589,Moderate
37.68,106,92,1449,Moderate
38.96,127,91,2398,High
39.56,159,76,3192,Critical
39.41,158,83,2790,Critical
40.48,154,78,2901,Critical
38.88,132,91,2024,High
37.03,80,99,807,Normal
39.28,170,78,2983,Critical
38.56,136,90,2493,High
37.73,118,92,1885,Moderate
39.52,147,85,2874,Critical
37.5,79,95,923,Normal
37.76,102,93,1645,Moderate
37.97,102,94,1439,Moderate
38.37,123,89,2358,High
40.14,167,80,2901,Critical
39.94,147,75,3108,Critical
36.01,90,100,1243,Normal
36.64,100,98,1158,Normal
38.22,125,90,2094,High
38.48,124,91,2165,High
37.63,101,92,1631,Moderate
37.68,109,94,1549,Moderate
37.33,73,100,1264,Normal
39.36,153,78,2838,Critical
40.37,141,84,3008,Critical
36.01,64,98,1201,Normal
37.09,89,97,1013,Normal
37.91,119,94,1458,Moderate
39.93,163,80,2824,Critical
39.97,161,77,2963,Critical
38.85,134,91,2254,High
38.43,127,90,2474,High
36.28,61,96,1153,Normal
36.99,100,95,1229,Normal
38.13,128,89,2387,High
37.66,114,92,1742,Moderate
37.81,117,92,1430,Moderate
39.6,164,86,2887,Critical
38.91,124,90,2187,High
37.87,114,92,1546,Moderate
36.23,78,95,1298,Normal
38.98,135,90,2473,High
39.24,149,82,2982,Critical
36.89,92,97,1206,Normal
38.4,128,91,2404,High
37.81,104,93,1430,Moderate
36.42,91,96,1138,Normal
39.41,157,86,2720,Critical
37.04,74,99,1026,Normal
38.61,126,91,2065,High
36.03,88,98,1247,Normal
36.56,80,96,965,Normal
37.85,103,93,1524,Moderate
38.47,125,90,2481,High
37.7,113,93,1894,Moderate
36.89,82,96,940,Normal
38.26,133,90,2423,High
39.91,150,83,3045,Critical
38.54,126,91,2191,High
37.89,119,94,1561,Moderate
38.92,128,90,2233,High
36.72,86,96,948,Normal
38.72,130,89,2247,High
38.29,126,89,2327,High
40.26,166,81,3068,Critical
36.06,99,95,994,Normal
36.28,71,96,1036,Normal
38.67,133,91,2131,High
37.81,113,94,1750,Moderate
36.27,76,99,1276,Normal
36.75,78,99,967,Normal
37.7,110,92,1829,Moderate
36.43,72,96,964,Normal
36.91,81,100,946,Normal
39.54,162,77,3109,Critical
37.84,105,92,1833,Moderate
39.59,161,81,2845,Critical
37.89,120,93,1678,Moderate
38.55,123,91,2189,High
39.66,147,78,3183,Critical
36.63,86,99,1108,Normal
39.68,145,88,3102,Critical
38.94,122,90,2407,High
38.79,137,89,2516,High
39.47,165,77,3077,Critical
37.82,114,94,1508,Moderate
36.69,61,99,1001,Normal
37.73,102,93,1769,Moderate
38.78,127,90,2003,High
36.63,88,97,911,Normal
40.17,159,80,3139,Critical
38.95,125,91,2598,High
39.8,145,83,2845,Critical
37.75,102,93,1665,Moderate
37.27,85,96,1081,Normal
39.85,168,78,2884,Critical
39.41,159,80,3114,Critical
36.6,77,100,1068,Normal
37.29,63,100,1126,Normal
40.48,158,84,3157,Critical
37.75,107,94,1792,Moderate
36.05,87,95,813,Normal
38.55,124,89,2367,High
37.77,103,94,1470,Moderate
38.54,134,90,2284,High
38.86,126,91,2418,High
39.47,144,86,3051,Critical
39.65,158,79,3033,Critical
38.0,120,94,1497,Moderate
40.47,141,85,2979,Critical
38.78,125,89,2069,High
36.11,64,97,989,Normal
38.96,134,89,2295,High
39.38,147,79,3076,Critical
38.89,137,90,2537,High
37.71,106,94,1787,Moderate
37.77,115,93,1775,Moderate
37.73,105,94,1834,Moderate
40.01,167,87,2768,Critical
39.97,153,75,2725,Critical
36.3,90,100,1282,Normal
36.28,87,96,1085,Normal
39.71,167,86,2824,Critical
39.32,151,76,3169,Critical
36.01,96,95,1278,Normal
37.88,108,93,1404,Moderate
37.77,108,92,1803,Moderate
38.76,124,90,2145,High
36.11,74,97,982,Normal
40.28,142,76,2706,Critical
39.89,161,88,2967,Critical
37.78,118,92,1745,Moderate
36.21,75,99,1289,Normal
36.68,83,96,1031,Normal
39.2,154,88,3133,Critical
36.06,73,100,1206,Normal
36.25,63,95,909,Normal
36.07,91,96,1293,Normal
38.48,126,89,2036,High
38.43,127,91,2289,High
39.83,144,76,3128,Critical
36.46,65,99,1033,Normal
37.82,115,93,1484,Moderate
37.19,60,96,1106,Normal
39.37,161,80,2993,Critical
39.3,150,75,2732,Critical
37.27,79,98,824,Normal
36.68,97,95,1114,Normal
36.2,86,100,972,Normal
36.15,75,97,924,Normal
39.33,160,87,2740,Critical
40.28,153,84,2905,Critical
37.93,113,94,1610,Moderate
38.63,136,89,2116,High
39.45,144,85,3176,Critical
38.46,139,91,2594,High
38.6,140,90,2427,High
36.97,99,95,1250,Normal
39.74,154,83,3187,Critical
40.07,170,82,3188,Critical
38.84,123,91,2471,High
37.08,76,99,960,Normal
40.17,149,87,2795,Critical
37.15,70,100,1107,Normal
37.93,108,94,1402,Moderate
38.79,125,91,2220,High
39.79,159,82,2857,Critical
38.25,129,90,2372,High
38.29,128,89,2581,High
38.68,121,90,2551,High
37.65,111,93,1468,Moderate
39.71,160,87,2830,Critical
36.0,74,99,837,Normal
39.84,150,82,3055,Critical
37.77,115,94,1569,Moderate
37.87,108,93,1802,Moderate
36.47,65,96,1294,Normal
37.82,116,93,1438,Moderate
37.7,111,93,1881,Moderate
36.24,92,97,933,Normal
40.41,143,85,2932,Critical
38.15,127,90,2159,High
38.86,137,90,2197,High
36.18,64,97,1089,Normal
37.86,108,94,1494,Moderate
39.66,149,76,3132,Critical
39.22,147,85,2984,Critical
40.09,141,83,2787,Critical
37.09,70,96,1062,Normal
39.25,142,87,3082,Critical
37.71,103,92,1810,Moderate
40.18,164,86,3036,Critical
37.82,120,94,1599,Moderate
39.67,170,77,2994,Critical
37.18,98,98,1254,Normal
37.78,101,94,1559,Moderate
37.94,112,93,1611,Moderate
37.69,110,94,1688,Moderate
38.25,129,91,2566,High
37.31,88,95,885,Normal
38.25,137,91,2413,High
38.64,124,90,2421,High
39.58,161,82,2943,Critical
36.71,74,100,1113,Normal
37.42,62,96,1086,Normal
38.0,107,93,1776,Moderate
38.34,136,90,2331,High
36.49,92,95,1040,Normal
38.18,138,91,2126,High
36.75,95,98,1189,Normal
37.1,62,100,1242,Normal
37.29,90,95,998,Normal
36.65,99,98,1053,Normal
36.17,90,96,999,Normal
36.46,86,99,1187,Normal
37.46,89,95,1065,Normal
39.91,152,81,3023,Critical
37.92,108,93,1854,Moderate
36.23,60,98,873,Normal
38.23,123,91,2015,High
36.8,69,97,981,Normal
38.53,127,89,2536,High
40.23,150,79,2714,Critical
39.56,142,81,2958,Critical
40.14,165,79,2931,Critical
39.61,152,86,2906,Critical
36.9,86,100,1008,Normal
37.92,102,94,1858,Moderate
39.77,151,79,3189,Critical
40.13,149,75,2774,Critical
37.9,104,93,1733,Moderate
38.43,132,91,2219,High
36.68,97,95,917,Normal
40.17,142,81,2824,Critical
39.39,159,86,2929,Critical
38.47,140,90,2065,High
37.01,74,97,815,Normal
37.12,67,95,1158,Normal
39.83,151,75,3043,Critical
37.7,109,94,1618,Moderate
37.21,94,96,1000,Normal
37.94,107,94,1502,Moderate
40.03,165,78,2710,Critical
37.7,101,93,1838,Moderate
37.05,61,95,1231,Normal
38.15,127,89,2044,High
38.18,132,90,2321,High
38.12,140,90,2206,High
40.11,162,86,2765,Critical
38.66,137,89,2173,High
37.98,111,93,1614,Moderate
37.83,115,93,1563,Moderate
40.47,163,77,2796,Critical
37.63,107,94,1457,Moderate
38.92,123,89,2365,High
37.38,60,96,1012,Normal
36.37,83,98,1290,Normal
36.29,62,100,1132,Normal
36.12,86,97,1119,Normal
40.21,156,88,3068,Critical
37.97,112,94,1579,Moderate
38.7,124,91,2265,High
39.71,155,82,2954,Critical
37.69,109,94,1865,Moderate
39.69,163,76,3086,Critical
39.35,151,84,2866,Critical
38.77,134,90,2561,High
37.16,61,100,1263,Normal
38.93,133,90,2080,High
38.91,139,89,2036,High
36.4,83,98,856,Normal
38.13,132,91,2096,High
40.37,152,78,3195,Critical
39.57,149,88,3071,Critical
36.68,76,95,1114,Normal
38.96,131,90,2262,High
39.61,141,86,2987,Critical
37.63,109,93,1772,Moderate
36.28,90,99,1204,Normal
36.09,63,98,804,Normal
37.66,114,92,1619,Moderate
40.08,164,84,3148,Critical
40.31,144,75,2718,Critical
39.51,159,85,2844,Critical
37.62,107,92,1882,Moderate
37.66,107,94,1787,Moderate
36.19,68,99,1033,Normal
36.56,76,100,932,Normal
37.38,92,98,1059,Normal
38.77,134,89,2090,High
38.95,129,89,2272,High
36.65,91,98,1248,Normal
38.84,137,91,2452,High
38.28,132,91,2296,High
39.72,156,77,2884,Critical
37.24,63,97,1258,Normal
37.76,108,94,1419,Moderate
38.93,123,89,2282,High
39.67,159,78,3129,Critical
37.0,65,95,931,Normal
37.73,119,94,1669,Moderate
36.03,60,96,824,Normal
36.27,85,98,1202,Normal
39.71,160,83,3119,Critical
38.96,131,91,2215,High
37.39,99,100,1280,Normal
36.7,80,100,855,Normal
38.36,136,90,2197,High
36.76,77,100,983,Normal
37.96,104,93,1783,Moderate
38.99,123,91,2396,High
37.15,100,98,1287,Normal
37.99,117,92,1611,Moderate
37.66,113,92,1476,Moderate
40.29,157,85,3162,Critical
39.54,144,75,2841,Critical
36.85,66,100,804,Normal
36.45,93,100,987,Normal
37.86,103,93,1565,Moderate
39.67,152,78,2913,Critical
37.82,110,94,1770,Moderate
39.37,165,80,3187,Critical
38.78,132,90,2444,High
36.99,94,97,1106,Normal
36.16,90,96,988,Normal
37.18,74,98,1105,Normal
37.69,109,93,1897,Moderate
37.36,69,99,829,Normal
38.74,130,89,2085,High
37.38,80,98,1099,Normal
37.64,120,94,1750,Moderate
40.24,149,79,2801,Critical
36.83,68,96,1118,Normal
36.86,81,97,1275,Normal
37.85,119,92,1890,Moderate
39.93,169,86,3145,Critical
38.97,126,89,2364,High
39.83,144,87,2808,Critical
37.98,105,93,1422,Moderate
37.71,109,92,1647,Moderate
39.19,168,86,3170,Critical
37.73,120,93,1794,Moderate
39.37,149,75,2741,Critical
36.22,93,97,1228,Normal
38.97,122,90,2037,High
36.84,66,100,1298,Normal
38.86,133,90,2577,High
38.5,125,91,2015,High
38.24,125,91,2434,High
37.69,108,93,1400,Moderate
38.81,121,91,2490,High
39.63,143,82,3131,Critical
39.64,151,78,3041,Critical
36.29,85,100,984,Normal
37.72,111,93,1793,Moderate
38.48,122,91,2135,High
38.35,136,91,2443,High
37.75,109,93,1693,Moderate
36.65,80,96,1025,Normal
38.44,132,89,2537,High
38.69,128,90,2215,High
40.25,146,84,2716,Critical
40.4,149,79,3010,Critical
36.32,79,98,804,Normal
36.95,61,100,1172,Normal
37.7,109,92,1717,Moderate
36.27,72,99,1291,Normal
38.84,124,91,2119,High
40.47,151,84,2995,Critical
37.37,64,98,1129,Normal
37.63,112,92,1434,Moderate
38.49,135,91,2257,High
38.95,138,90,2252,High
39.91,167,88,2907,Critical
40.36,164,81,2806,Critical
37.61,105,92,1603,Moderate
37.22,60,98,1265,Normal
39.3,152,82,3129,Critical
38.36,135,89,2299,High
39.64,170,80,3173,Critical
37.62,116,92,1576,Moderate
39.7,155,85,3104,Critical
39.68,155,84,2947,Critical
36.72,87,96,1200,Normal
37.79,111,94,1679,Moderate
40.21,149,86,2963,Critical
38.42,134,91,2285,High
37.38,70,97,1161,Normal
40.35,160,86,3086,Critical
39.85,155,77,3073,Critical
37.73,117,93,1775,Moderate
39.26,167,88,2963,Critical
38.82,121,89,2066,High
38.85,131,90,2384,High
37.45,67,95,1140,Normal
39.9,146,83,3024,Critical
38.88,134,91,2252,High
38.17,134,90,2242,High
39.91,160,77,2996,Critical
38.49,126,90,2086,High
36.59,72,96,1253,Normal
37.26,95,95,833,Normal
36.82,64,100,1009,Normal
38.51,126,89,2360,High
36.49,78,100,968,Normal
37.66,107,92,1526,Moderate
39.75,144,84,2823,Critical
38.66,138,91,2137,High
38.31,128,91,2396,High
37.61,114,93,1603,Moderate
38.27,124,90,2597,High
40.33,157,84,2960,Critical
38.27,121,91,2543,High
37.95,113,94,1607,Moderate
38.59,121,91,2475,High
38.25,130,89,2512,High
39.87,143,84,2882,Critical
38.17,140,90,2421,High
38.13,134,91,2036,High
37.77,117,92,1454,Moderate
37.81,110,94,1853,Moderate
37.75,117,93,1760,Moderate
38.78,131,90,2323,High
39.22,146,86,3014,Critical
38.21,140,91,2186,High
37.65,109,94,1621,Moderate
37.9,105,94,1462,Moderate
37.67,120,94,1484,Moderate
36.62,96,99,860,Normal
36.37,77,100,1163,Normal
38.51,138,90,2545,High
38.93,122,89,2469,High
40.43,160,77,3024,Critical
40.2,151,77,3173,Critical
37.9,118,92,1487,Moderate
39.27,155,77,3162,Critical
39.91,142,85,3062,Critical
40.03,160,82,2739,Critical
36.99,87,100,997,Normal
37.9,111,92,1649,Moderate
37.72,115,94,1737,Moderate
37.88,102,94,1878,Moderate
37.78,115,94,1562,Moderate
37.69,120,92,1812,Moderate
37.9,108,92,1882,Moderate
38.29,131,89,2107,High
40.48,163,81,2739,Critical
38.86,135,90,2447,High
37.82,109,92,1593,Moderate
37.61,119,93,1701,Moderate
40.11,151,87,2877,Critical
38.29,124,89,2553,High
38.82,130,90,2385,High
37.65,113,93,1626,Moderate
37.7,108,94,1735,Moderate
37.75,102,94,1432,Moderate
37.76,111,93,1790,Moderate
40.34,144,87,3141,Critical
37.94,106,93,1577,Moderate
38.13,128,89,2397,High
39.17,154,79,2925,Critical
36.11,62,95,1145,Normal
38.78,124,91,2123,High
37.66,101,92,1538,Moderate
38.41,140,90,2360,High
37.79,103,94,1846,Moderate
37.79,101,92,1424,Moderate
38.22,127,89,2088,High
36.45,94,95,973,Normal
37.94,117,93,1543,Moderate
37.9,103,93,1597,Moderate
36.45,64,99,1028,Normal
39.53,143,84,2990,Critical
37.4,99,96,1028,Normal
39.36,164,87,2911,Critical
